fy,vendor_key,wave_bill_id,source_row,invoice_date,vendor_raw,invoice_number,net_amount,tax_amount,account_code,amount,method,profile_id
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,2210,143.13,TAX_ITC,
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5002,28.27,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5004,333.89,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5005,23.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5007,15.74,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5013,37.26,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5014,25.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5016,23.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5021,19.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5031,3.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5032,366.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5033,7.63,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5034,343.53,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5035,20.04,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5039,18.85,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5099,149.08,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5100,38.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,5205,11.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,255,256,2024-03-13,Costco - Bill,,1469.46,143.13,9000,3.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,2210,99.38,TAX_ITC,
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5002,23.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5004,278.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5005,19.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5007,13.13,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5013,31.10,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5014,20.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5016,19.51,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5021,15.93,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5031,2.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5032,306.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5033,6.37,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5034,286.70,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5035,16.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5039,15.73,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5099,124.42,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5100,31.86,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,5205,9.96,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,268,269,2024-03-21,Costco - Bill,,1226.36,99.38,9000,3.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,2210,151.20,TAX_ITC,
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5002,21.17,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5004,250.06,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5005,17.87,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5007,11.79,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5013,27.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5014,18.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5016,17.51,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5021,14.29,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5031,2.32,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5032,274.76,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5033,5.72,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5034,257.28,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5035,15.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5039,14.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5099,111.65,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5100,28.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,5205,8.94,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,279,280,2024-04-03,Costco - Bill,,1100.53,151.20,9000,2.79,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5002,15.62,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5004,184.48,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5005,13.18,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5007,8.70,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5013,20.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5014,13.84,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5016,12.92,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5021,10.54,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5031,1.71,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5032,202.69,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5033,4.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5034,189.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5035,11.07,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5039,10.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5099,82.37,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5100,21.09,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,5205,6.59,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,280,281,2024-04-03,Costco - Bill,,811.89,0.00,9000,2.06,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,2210,50.82,TAX_ITC,
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5002,11.87,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5004,140.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5005,10.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5007,6.60,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5013,15.64,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5014,10.51,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5016,9.81,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5021,8.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5031,1.30,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5032,153.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5033,3.20,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5034,144.16,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5035,8.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5039,7.91,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5099,62.56,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5100,16.02,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,5205,5.01,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,289,290,2024-04-10,Costco - Bill,,616.65,50.82,9000,1.56,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,2210,3.58,TAX_ITC,
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5002,0.46,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5004,5.42,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5005,0.39,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5007,0.26,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5013,0.60,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5014,0.41,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5016,0.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5021,0.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5031,0.05,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5032,5.95,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5033,0.12,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5034,5.58,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5035,0.32,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5039,0.31,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5099,2.42,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5100,0.62,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,5205,0.19,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,290,291,2024-04-10,Costco - Bill,,23.85,3.58,9000,0.06,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,2210,48.93,TAX_ITC,
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5002,15.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5004,183.90,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5005,13.14,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5007,8.67,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5013,20.52,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5014,13.80,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5016,12.88,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5021,10.51,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5031,1.71,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5032,202.07,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5033,4.20,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5034,189.22,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5035,11.04,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5039,10.38,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5099,82.11,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5100,21.03,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,5205,6.57,VENDOR_PROFILE_ESTIMATE,36
FY2024,COSTCO,311,312,2024-05-08,Costco - Bill,,809.37,48.93,9000,2.05,VENDOR_PROFILE_ESTIMATE,36
