id,allocation_id,external_system,external_kind,external_id,notes
834b3b6e-0b2a-5b85-9219-811737fd1afc,76e249ef-6b13-5f02-a472-6dfc6a36b8af,wave,bill,224,invoice_number=9007044619
670ced3c-48c7-5a3d-bb5d-ef5655b4329f,7945711b-05a2-53ab-86b5-032aba91e5e5,gfs,invoice,9007262291,
50baf84e-24ed-5581-9206-4047bef72ca1,7945711b-05a2-53ab-86b5-032aba91e5e5,wave,bill,233,invoice_number=9007262291
7d074eec-0ec0-56df-a062-aa50d0c0ad70,c2b5631a-f2b1-5734-aa4a-41b93d700a98,gfs,invoice,9007456012,
af83d9ae-69dc-5b6c-bbbd-4d22660ea2ee,c2b5631a-f2b1-5734-aa4a-41b93d700a98,wave,bill,243,invoice_number=9007456012
a878f60b-9bb0-5056-a2dd-01968262b5d0,b3bdb832-8e8c-50b2-b665-7431908f0b0f,gfs,invoice,9007510570,
6d5a7282-9ce8-59c8-ae01-b771b93032b3,b3bdb832-8e8c-50b2-b665-7431908f0b0f,wave,bill,245,invoice_number=9007510570
0ab6d5ca-d92a-5867-bcc7-b566bf9f9ab1,93cd3459-84e6-5519-8ebd-bde1b213cc09,gfs,invoice,9007911798,
e86c679d-b7d9-5c98-aeef-25b2bbd4f2d2,93cd3459-84e6-5519-8ebd-bde1b213cc09,wave,bill,266,invoice_number=9007911798
5619e0f8-45f6-5517-8e53-277f29e204c6,1dd2b30d-001c-5237-8d00-32e356ab587d,gfs,invoice,9007987106,
5dbf8b5a-b186-532f-b9c6-885319a8ff0f,a5fc8abe-00ee-5019-98e2-04a665c6441a,gfs,invoice,9008002839,
19f7d497-78cf-5bbc-b24f-1a83152d3f39,58bd667e-8f5f-5928-93c7-f9ed3756a53d,gfs,invoice,2001077791,
43315022-445a-5949-bd2e-ae466b685408,9d399262-4574-531a-9338-c44cef0287dd,gfs,invoice,9008171261,
333fb7e3-77f2-5beb-a88e-f76025a1984c,9d399262-4574-531a-9338-c44cef0287dd,wave,bill,274,invoice_number=9008171261
22f2c9c7-0ff4-5e9c-a545-4966211217f4,e209e08f-c15c-57db-8378-0d7d19f3315f,gfs,invoice,9008498481,
7132bd3a-7b2e-568a-8679-a7b6548593b8,e209e08f-c15c-57db-8378-0d7d19f3315f,wave,bill,286,invoice_number=9008498481
c1369f41-b05a-5710-8a89-2825c81727e2,f239e8ef-c175-5cf2-971f-fd9da6845b59,gfs,invoice,9008642890,
d72115bf-c956-5c40-a9ab-9434a1cd5790,f239e8ef-c175-5cf2-971f-fd9da6845b59,wave,bill,291,invoice_number=9008642890
50042e69-e2a8-5efb-b35c-1b5d70c5924d,b97a65dc-863e-58cb-92b8-efa4313b0d15,gfs,invoice,9008934047,
b5b9bea5-ee17-5d47-9128-304f803e625c,b97a65dc-863e-58cb-92b8-efa4313b0d15,wave,bill,297,invoice_number=9008934047
8f74d53e-cd1f-5ebc-80e0-854949d89630,ece5f041-ce4f-52f5-9d81-7eafe5624a4f,gfs,invoice,9009454598,
a363334d-90c9-5e98-b6d1-f05f967c6d42,ece5f041-ce4f-52f5-9d81-7eafe5624a4f,wave,bill,305,invoice_number=9009454598
eb689f11-1031-5137-ae71-741e22c2027a,7c326bc2-193b-5729-9b8c-26766ebb306a,gfs,invoice,9009517084,
89e0e3c4-4ff4-5ffb-9a54-b70645a114b9,7c326bc2-193b-5729-9b8c-26766ebb306a,wave,bill,304,invoice_number=9009517084
c4e90cba-e2a5-55f0-a746-1756ca68f9be,8d828a79-6c4e-5a99-8038-dda66bccac44,gfs,invoice,9009641376,
156a5d6a-9932-50c3-a0a0-2fe8edf186b8,8d828a79-6c4e-5a99-8038-dda66bccac44,wave,bill,313,invoice_number=9009641376
6f95e8ef-d851-5b48-8a28-16c25207cc99,249bb18e-a3d5-5fdd-971e-f42f9fce98d2,gfs,invoice,9010616469,
4909053a-bcc0-5dce-af52-f72f81e492e2,249bb18e-a3d5-5fdd-971e-f42f9fce98d2,wave,bill,320,invoice_number=9010616469
2a6bcf60-39c1-50f4-ae76-6d2d974ed790,e2a2d72f-0269-5136-b1d9-6710ca922122,gfs,invoice,9007568865,
c6acb766-350e-56b8-bb39-25970c7fcc72,e2a2d72f-0269-5136-b1d9-6710ca922122,wave,bill,249,invoice_number=9007568865
3d66cdbe-b142-524a-b228-ca1a79bfb245,1ea9fe11-a34d-5866-ad36-9014511a0faf,gfs,invoice,9007669356,
c13a784b-abbd-59e9-82d0-04439f017a4a,1ea9fe11-a34d-5866-ad36-9014511a0faf,wave,bill,253,invoice_number=9007669356
0292a27b-4cfe-5024-8a73-4ec9ea629929,389303ec-2225-5356-a2fa-75f5fc3fdd9d,gfs,invoice,9007713769,
903e2835-c876-589f-95ee-d969313c3a31,389303ec-2225-5356-a2fa-75f5fc3fdd9d,wave,bill,254,invoice_number=9007713769
c48f5066-a569-5a4c-8a74-3acb09eec365,e35258a3-7f29-5ef1-82ae-ca6e0db358aa,gfs,invoice,9007763983,
416b477b-324b-5f67-a3b3-5a33f8d8f1ea,e35258a3-7f29-5ef1-82ae-ca6e0db358aa,wave,bill,263,invoice_number=9007763983
e2822645-ae85-5929-a63c-7a0cde0b89e4,97184a7f-4877-542c-9a04-2693dcf446d4,gfs,credit_memo,2000800832,
63aef7d3-ef37-5b00-a274-b6d5d4b60680,f57bd6ac-6082-5c71-96fe-afe420553e28,gfs,invoice,9005510560,
f05533f2-a893-56a0-b045-4dd0d86045bb,f57bd6ac-6082-5c71-96fe-afe420553e28,wave,bill,148,invoice_number=9005510560
a3b02fce-5bdb-5b2e-9a91-2f0588c4adf5,00667cf8-4d64-515e-afbc-3a4622549ade,gfs,credit_memo,2001292173,
